16388,The Brothers McMullen,1995,98,/8YlwQ2BBH6PY3Tl0bOf0fLep31h.jpg
9737,Bad Boys ,1995,118,/b6nDeHPkkEfLMTAAnMiFTzFDIhz.jpg
568,Apollo 13 ,1995,140,/6JQ9z3V9x4vlU2GSZx2yNO0PvuX.jpg
414,Batman Forever ,1995,121,/eTMrHEhlFPHNxpqGwpGGTdAa0xV.jpg
649,Belle de jour ,1967,101,/rHvKWARrhNwSjbTMJrn5v4LtUJE.jpg
8963,Crimson Tide ,1995,116,/oDJyDX11HW4j565vUjmFagKxDTQ.jpg
26564,Crumb ,1994,119,/yzK39sdkGoiSyKZEWT6HQzaC0BX.jpg
8068,Desperado ,1995,104,/7eVo5DbP7gcsDzHcpRCTA6JAuF2.jpg
13552,The Doom Generation,1995,80,/6ZwsSedjyzR0poDrKlJaYWoseaH.jpg
9073,Free Willy 2: The Adventure Home ,1995,95,/yLyyjm4m3fSvbazyFv4RtUnb2uQ.jpg
47608,Mad Love ,1995,95,/yLq2bns665GyK5UcMXKUJmItm7F.jpg
34574,Nadja ,1994,93,/qyuns9bC6SxFZ4evbl6s1s7USNV.jpg
1642,The Net,1995,114,/dtupntUFMD5iXBo8HLfALt2ET4R.jpg
281,Strange Days ,1995,145,/gxav0ai5nzRhW0ZHlgp2JWboLYH.jpg
9090,Thanks for Everything! Julie Newmar To Wong Foo,1995,105,/xIDEoG9FQGmMCh5XsbkvSuD8WrW.jpg
11017,Billy Madison ,1995,89,/5mP8F0NYSVrwrlWRCSD4uywMNnX.jpg
2292,Clerks ,1994,92,/dmNytzvQTjylI83qrgDoS1KQ0ev.jpg
8984,Disclosure ,1994,123,/qbwcjmHnXkeE8l7wNBsdnlrp3J4.jpg
11929,Dolores Claiborne ,1994,132,/ewmVWV0TP8LTlYZ4OzCcguwC9d1.jpg
10451,Eat Drink Man Woman ,1994,123,/jGjSu9zlR2I8t6OE54uxSJ7M25p.jpg
20156,Exotica ,1994,103,/oIwrh7QhwUNxejsvgKtFG4V0gaQ.jpg
522,Ed Wood ,1994,127,/9qBe2sUDyY2dFH1iHq0SZb1G4QG.jpg
14275,Hoop Dreams ,1994,171,/vWGGFgy36ZoOQJC9uA6FmaAw2ar.jpg
11777,I.Q. ,1994,100,/kAYymfWcktoHSjQJEtfEIeByZR9.jpg
11,Star Wars ,1977,121,/tvSlBzAdRE29bZe5yYWrJ2ds137.jpg
4476,Legends of the Fall ,1994,133,/uh0sJcx3SLtclJSuKAXl6Tt6AV0.jpg
11318,The Madness of King George,1994,107,/lY21oei5xUsu5we1XBlto2v8pjA.jpg
241,Natural Born Killers ,1994,119,/pXvR4CDbosjtGE7onP02KUzB5BG.jpg
6950,Outbreak ,1995,127,/4KymNvlWR0XF0sqX2BWRd9Z3yXR.jpg
101,The Professional,1994,110,/gE8S02QUOhVnAmYu4tcrBlMTujz.jpg
680,Pulp Fiction ,1994,154,/dM2w364MScsjFf8pfMbaWUcWrR.jpg
38321,Priest ,1994,87,/pE28BDqICBPe3FgphsYSxtH6FcZ.jpg
11450,Quiz Show ,1994,133,/yoGJo1h3Hl2exXPVcG9UXWDENtX.jpg
110,Three Colors: Red ,1994,99,/77CFEssoKesi4zvtADEpIrSKhA3.jpg
108,Three Colors: Blue ,1993,98,/ztIqf7yGmb4JRFiv2i62K6PhTQR.jpg
109,Three Colors: White ,1994,91,/xOLY69rXKwuH9JUnOE4G2HHKiW5.jpg
2164,Stargate ,1994,121,/39WsfbB5BshvdbPAYRFXdsjC481.jpg
11395,The Santa Clause,1994,97,/hrZjAYAF1o37k4Qb442c4yxwVLw.jpg
278,The Shawshank Redemption,1994,142,/9O7gLzmreU0nGkIB6K3BsJbzvNv.jpg
1587,What's Eating Gilbert Grape ,1993,118,/jQLoOPwNxyILwDbdhn9DsfQz0Sg.jpg
2064,While You Were Sleeping ,1995,103,/9StV7DX4ZtRZGJs9VcVEPvxIKL6.jpg
3049,Ace Ventura: Pet Detective ,1994,86,/nZirljb8XYbKTWsRQTplDGhx39Q.jpg
9495,The Crow,1994,102,/vrQZSCP3WeYXCTXdJQ6mXgxb9L4.jpg
13,Forrest Gump ,1994,142,/z4ROnCrL77ZMzT0MsNXY5j25wS2.jpg
712,Four Weddings and a Funeral ,1994,117,/md9kMKnLG8LG4pMDM98gy5x4K5L.jpg
8587,The Lion King,1994,89,/bKPtXn9n4M4s8vvZrbw40mYsefB.jpg
854,The Mask,1994,101,/Ac5gabuLzkaSHeSDYvepjLSVbL4.jpg
9359,Maverick ,1994,127,/oGSiAJTT9BxN3sxrg4Fyfc8ElGg.jpg
315,Faster Pussycat! Kill! Kill! ,1965,83,/yaHzbahBIe4naaRSj9i1BsGJAa5.jpg
316098,Brother Minister: The Assassination of Malcolm X ,1994,115,/ucpTUr0i3xgxRAdIHJNSOV5HeQu.jpg
6075,Carlito's Way ,1993,144,/4eTlACGm6yKOz97NAQWtjOk9Bdt.jpg
37233,The Firm,1993,154,/ykoBRyHWvP3akdo98UcIxWAHXeu.jpg
1634,Free Willy ,1993,112,/vIjiTSNA52VGGP9eeegNaMKXNhf.jpg
5503,The Fugitive,1993,130,/fnj7mg99xSJeWzDCvEWyaieqJV.jpg
9255,Hot Shots! Part Deux ,1993,86,/oOXt9gmvsbnoNAx6s202GDTirfw.jpg
11934,The Hudsucker Proxy,1994,111,/olViHNQHPy18SOJvbAI1bXUjHXI.jpg
329,Jurassic Park ,1993,127,/c414cDeQ9b6qLPLeKmiJuLDUREJ.jpg
11971,Much Ado About Nothing ,1993,111,/6qlYYvDZ0Tb5h0t7sLwy4sjGIwM.jpg
25557,Robert A. Heinlein's The Puppet Masters ,1994,109,/fL84scLp2HeX0wtoxxlEVOEDc8D.jpg
10872,The Ref,1994,97,/njp8Vyx77uCJsGIwnIfu4zfBwFR.jpg
1245,The Remains of the Day,1993,134,/gvu4zaF0KeIRoZ5fVABQH3Wug3r.jpg
14291,Searching for Bobby Fischer ,1993,110,/ceIEEgMqm3FxHmY9OdYGGA0Jr8J.jpg
858,Sleepless in Seattle ,1993,105,/afkYP15OeUOD0tFEmj6VvejuOcz.jpg
78,Blade Runner ,1982,117,/p64TtbZGCElxQHpAMWmDHkWJlH2.jpg
10442,So I Married an Axe Murderer ,1993,93,/3dkBFXZKlpdVizQkaQzRQgsUlcL.jpg
9479,The Nightmare Before Christmas,1993,76,/6oxkO1VgKCq74fNILKAg6t2dVEt.jpg
319,True Romance ,1993,120,/xBO8R3CZfrJ9rrwrZoJ68PgJyAR.jpg
11446,Welcome to the Dollhouse ,1995,88,/jvxLLHwpK52ZJUusd2RJv8oLHUJ.jpg
9714,Home Alone ,1990,102,/z6ugEdjGuY4qcX1ymdV2CTVSvKN.jpg
812,Aladdin ,1992,90,/7f53XAE4nPiGe9XprpGAeWHuKPw.jpg
280,Terminator 2: Judgment Day ,1991,137,/2y4dmgWYRMYXdD1UyJVcn2HSd1D.jpg
581,Dances with Wolves ,1990,181,/hpmclspug1I8EwKSWhL7pWWltA.jpg
274,The Silence of the Lambs,1991,119,/qjAyTj2BSth1EQ89vNfo0JYVPFN.jpg
408,Snow White and the Seven Dwarfs ,1937,83,/wbVGRBYPRRahIZNGXY9TfHDUSc2.jpg
275,Fargo ,1996,98,/pyEkyYgtyjOX1R9EYyUcgbK1sTn.jpg
11827,Heavy Metal ,1981,90,/aWDqK6EhzTRKE7WvZE737Fbeo9D.jpg
10112,The Aristocats,1970,78,/3LudCahifOrueMklYBxAXY2wpBg.jpg
19042,All Dogs Go to Heaven 2 ,1996,82,/4JClwkSL1L64bkExyuShmm8zHLR.jpg
36259,Theodore Rex ,1995,92,/aQhmZkynXG7Gu3YGSmF9k2skL3W.jpg
9099,Sgt. Bilko ,1996,90,/lP9i3lzCwz8mu8ynuzJJBu4Sa9u.jpg
10988,Diabolique ,1996,107,/woBHA1Obn53zziO6h0N9340SGMv.jpg
18989,Moll Flanders ,1996,123,/xR1Whba2hyUpKCa0FE18hVCG9jb.jpg
18414,Kids in the Hall: Brain Candy ,1996,89,/lmqflLkz11OqcHVmj7JtGsFF6JX.jpg
3065,Mystery Science Theater 3000: The Movie ,1996,73,/kBI3kM9kB5E97I7iwsG0z0WAQhb.jpg
27281,Operation Dumbo Drop ,1995,107,/rHOyYYMSxMUcKFvX1qgV0wcpjf8.jpg
8866,The Truth About Cats & Dogs,1996,93,/zN4ffEQguITyRULhgxddNE6m8zd.jpg
36355,Flipper ,1996,95,/eq1JsckI4W8m0ozFglRLPkoopkZ.jpg
-1,The (Hussard sur le toi Horseman on the Roof,1995,0,NONE
-1,Wallace & Gromit: The Best of Aardman Animation ,1996,0,NONE
73183,The Haunted World of Edward D. Wood Jr.,1995,112,/rarwGANB2L4EcxInVw1Q8TgcfU1.jpg
32513,Cold Comfort Farm ,1995,95,/8kVQkrbrhfpkdZgYH5efOB8t6yK.jpg
9802,The Rock,1996,136,/pAVaLJQBRM4JlZEGXvezwbxOd15.jpg
664,Twister ,1996,113,/tKdDCkmb6obEhWEMLgGUUz5nDNs.jpg
85778,Maya Lin: A Strong Clear Vision ,1994,105,/btOruvOqEQJBX4I7OoLVO1FyQJD.jpg
9879,Striptease ,1996,115,/9ghJrXb6ja0yz5ITSsBHx64RLlX.jpg
47933,Independence Day (ID4) ,1996,120,/5CHJs479xWnm3zMDOl94VkKS7MZ.jpg
9894,The Cable Guy,1996,96,/mqb62jLrlrT6XS1rR8cprtEW2Z6.jpg
10779,The Frighteners,1996,110,/cS3QPtMsE1jsEWUww5WsPE275Jb.jpg
26748,Lone Star ,1996,135,/fIfiKsSlYZ4l1hVnleIZpmT4U14.jpg
9294,Phenomenon ,1996,123,/gsmwDAtdxAUzVyELzvdRavqqVYN.jpg
47907,The Spitfire Grill,1996,117,/kYSj97p75T0HD2RdSa4QpJbxAA9.jpg
238,The Godfather,1972,175,/rPdtLWNsZmAtoZl9PK7S2wE3qiS.jpg
11134,Supercop ,1992,95,/entsYeDr0LVMqWnnmu7CDGZA1fx.jpg
9303,Bound ,1996,108,/xfITNjW2sunPiB7BNotJJsCxhdA.jpg
22479,Kansas City ,1996,116,/fer4sGAUAFlRFZBn9l7tF1Y75uX.jpg
164,Breakfast at Tiffany's ,1961,110,/c95lbDwL5WT8PV9DZsdSvRtXKNA.jpg
630,The Wizard of Oz,1939,102,/tKEHoKPZv3af0Pn3poaOLHOJ6NM.jpg
770,Gone with the Wind ,1939,238,/4o1yeosjSFMaI9pe1rOkYcZ6hHO.jpg
15,Citizen Kane ,1941,119,/oFWvF7OJfT2ydAAatlnsgChV4FP.jpg
62,2001: A Space Odyssey ,1968,149,/90T7b2LIrL07ndYQBmSm09yqVEH.jpg
3083,Mr. Smith Goes to Washington ,1939,129,/jZDRazOQhKFGoK322rYiBk1fpsY.jpg
18203,Big Night ,1996,107,/1n0H40ebJx1sO9itVvJ1jis0nqI.jpg
10680,D3: The Mighty Ducks ,1996,104,/p6mre0Y3XUGkXlZotWkO2jjPODl.jpg
14136,The Love Bug,1969,107,/nZ1ZGuFP0okrwuGhvl7A2q3YSul.jpg
6878,Homeward Bound: The Incredible Journey ,1993,84,/yBFfd6AqraqKnP4HPPxTk5oUnjI.jpg
-1,000 Leagues Under the Sea 20,1954,0,NONE
12335,Bedknobs and Broomsticks ,1971,117,/1mWFExXAlUSgfBKGkK3mjH1iXk4.jpg
15121,The Sound of Music,1965,174,/459fPVvI4lkEV0piSfcq0irKHi8.jpg
562,Die Hard ,1988,131,/r7CDkRjZIAP79skLaTTvRk8eUp3.jpg
10163,The Lawnmower Man,1992,108,/3tWLM3zMyh3KZOactn8mfjHml05.jpg
48862,Unhook the Stars ,1996,103,/uLRs48H7PvhufiNyiiIWB2YcSaF.jpg
11412,The Long Kiss Goodnight,1996,120,/4MENR8x6mYqnZvp2hGjSaPJz64J.jpg
10586,The Ghost and the Darkness,1996,109,/yxSwciZCU5dUUNVtSgDoEMrxGyy.jpg
25147,Jude ,1996,123,/hvy6RlPLKXdWl3JzrAFGBhZw3YA.jpg
10218,Swingers ,1996,94,/h1nLEgXCNK6sQgup22SYgNTrwJm.jpg
252,Willy Wonka and the Chocolate Factory ,1971,100,/b94qXd1FcIwgzv0NYMUe2bjrzJR.jpg
11561,Sleeper ,1973,89,/fna6VsLR1EX3cF29Pk2FYZkfsBv.jpg
623,A Fish Called Wanda,1988,108,/h2OMsIzO6LlH4Yaugxdn4VXqfae.jpg
583,Monty Python's Life of Brian ,1979,94,/ysmeU2qToMVR9aK29W8LafVAIxU.jpg
88,Dirty Dancing ,1987,100,/j01cxvD7gsdXnZH16v6ND9Qjq36.jpg
500,Reservoir Dogs ,1992,99,/tB2ITHg556e7aTV6cqQqVAXkdxN.jpg
792,Platoon ,1986,120,/sYPOQI57JVNmjiLI3KeZ5KA8O9i.jpg
8491,Weekend at Bernie's ,1989,97,/2a25mNkFO1eHwQR8xvtO0G1fDst.jpg
402,Basic Instinct ,1992,127,/p1DHOfLFZmM567ePKfFNMV4mY92.jpg
9504,Glengarry Glen Ross ,1992,100,/4YgCTLcHEIeGyzrKpwz93rORb8l.jpg
744,Top Gun ,1986,110,/orGXnBKfT41LxZhitLkXhqUfJJW.jpg
11816,On Golden Pond ,1981,109,/8vDzCnXPGJNwhcQBbhQADCB3Y5t.jpg
11843,The Return of the Pink Panther,1974,113,/k3vzs4eMcqBpIabqDKNhirpsRjP.jpg
2756,The Abyss,1989,139,/kRP5dGXDhKt7bDpXX4YBa4dRwlL.jpg
4480,Jean de Florette ,1986,120,/5NDJTCAFAgMESBHxEqLYd1q5VbQ.jpg
4481,Manon of the Spring (Manon des sources) ,1986,120,/3m26EYe2ZS6SMz0CjwVu1JvyNTS.jpg
10765,Private Benjamin ,1980,109,/prlM1orr542htKHpWEqCOngYLn6.jpg
762,Monty Python and the Holy Grail ,1974,91,/c2BwptyGX3W9SqpdoOoYBiAmyDZ.jpg
531,The Wrong Trousers,1993,30,/xT2NxRbqnTXYqoVQvKSmkLEm4lE.jpg
11216,Cinema Paradiso ,1988,124,/xKAweeF2ZPMNn6ce4GclSbr59Pv.jpg
892,Delicatessen ,1991,99,/13ohaCQhOwQrqXeW2nWe922nCzR.jpg
1891,The Empire Strikes Back,1980,124,/6u1fYtxG5eqjhtCPDx04pJphQRW.jpg
2493,The Princess Bride,1987,98,/gpxjoE0yvRwIhFEJgNArtKtaN7S.jpg
85,Raiders of the Lost Ark ,1981,115,/aC3ilmmEe4zrVJ97lPmJtuV64zk.jpg
68,Brazil ,1985,132,/fbaxxLP6PztGwLrHO0lBDquof0d.jpg
679,Aliens ,1986,137,/nORMXEkYEbzkU5WkMWMgRDJwjSZ.jpg
429,The Bad and The Ugl Good,1966,161,/wfPHdfofBD5PN96dV96a51B3Ja2.jpg
389,12 Angry Men ,1957,96,/mswBMPecmV7NpKTbMCpYuGzFqfh.jpg
185,A Clockwork Orange,1971,136,/kgAi87gyx6b4oGJYSC36tVkJyJu.jpg
28,Apocalypse Now ,1979,153,/jcvJ2xcVWU9Wh0hZAxcs103s8nN.jpg
1892,Return of the Jedi ,1983,135,/jx5p0aHlbPXqe3AH9G15NvmWaqQ.jpg
769,GoodFellas ,1990,145,/pwpGfTImTGifEGgLb3s6LRPd4I6.jpg
348,Alien ,1979,117,/2h00HrZs89SL3tXB4nbkiM7BKHs.jpg
766,Army of Darkness ,1993,81,/2eZKDIwLNnySbwqQtAaUz0kYDIL.jpg
539,Psycho ,1960,109,/81d8oyEFgj7FlxJqSDXWr8JH8kV.jpg
525,The Blues Brothers,1980,133,/6hesUNBkpVRqBTBw2HlTg0h8b56.jpg
240,The Godfather: Part II,1974,200,/bVq65huQ8vHDd1a4Z37QtuyEvpA.jpg
600,Full Metal Jacket ,1987,116,/zoiGcNlYBR0r2fO2uP44XQF6S1W.jpg
530,A Grand Day Out,1992,23,/jgQU84QuFQ4yofDmGYzOsXLEQj9.jpg
10705,Henry V ,1989,137,/9k34jK0UlAqcbPCgY3Ny7CMwXZL.jpg
279,Amadeus ,1984,160,/flnoqdC38mbaulAeptjynOFO7yi.jpg
1578,Raging Bull ,1980,129,/cbTfaMrWpZWwF3mY40v1SKaAVCx.jpg
9549,The Right Stuff,1983,193,/o2t9jnHHJL0j4P7GDuGmovc1lAH.jpg
9277,The Sting,1973,129,/mQaM8fDQdFWwCTFp0TZG8fChlZ5.jpg
218,The Terminator,1984,108,/q8ffBuxQlYOHrvPniLgCbmKK4Lv.jpg
207,Dead Poets Society ,1989,129,/3Ri2GReavqSHqWemlP6HYn8i2P9.jpg
37247,The Graduate,1967,106,/itdaGoyXKIAXRrHmchoMsGbwp2y.jpg
9322,Nikita (La Femme Nikita) ,1990,115,/mjSe0ehEPaSRMFYF9qVFGpk9ubM.jpg
826,The Bridge on the River Kwai,1957,161,/vtPR6tSHeu35rF6qTDw3Yjr9eDg.jpg
694,The Shining,1980,144,/b6ko0IKC8MdYBBPkkA1aBPLe2yz.jpg
765,Evil Dead II ,1987,84,/n49mpgUsPgBfRg2qIEj31HX0chu.jpg
137,Groundhog Day ,1993,101,/vXjVd0Vu0MXRZnga7wEnHIIhO5B.jpg
33,Unforgiven ,1992,131,/km6qw4qUkHQRN5y2U1juM1WkBFh.jpg
105,Back to the Future ,1985,116,/pTpxQB1N0waaSc3OSn0e9oc8kx9.jpg
11202,Patton ,1970,172,/6pyN7udgYaGr6uNIP2MuLUcqmPh.jpg
149,Akira ,1988,124,/8Pt7hlu7fkc5IIR0VZ2kNGY8sT4.jpg
11673,Cyrano de Bergerac ,1990,137,/gyy1gI2pBzIfozYKB8GEgPNcctS.jpg
3034,Young Frankenstein ,1974,106,/mcWjO3hRbOSAep1vilOxoJoHkn1.jpg
11031,This Is Spinal Tap ,1984,82,/hTb29XWr5jm9itLcgkDaBfNvCpl.jpg
89,Indiana Jones and the Last Crusade ,1989,127,/g8qWglC2XXCIN8P51eCljFvCNNJ.jpg
651,M*A*S*H ,1970,116,/eOslMOtaPXgQEgVJ93U3KOLogGD.jpg
10644,The Unbearable Lightness of Being,1988,171,/g1kPEwATsCI8DnGx6ViAhUVKQSI.jpg
11257,A Room with a View,1986,117,/fS4mDKBIHeTmWXPGgz64d2dMyJG.jpg
12104,Pink Floyd - The Wall ,1982,95,/5utgeAz1OCBeDQtEoPK9EGFTjY7.jpg
2323,Field of Dreams ,1989,107,/ps5B8ZNSFvqLczD5e4Yh3whV66B.jpg
639,When Harry Met Sally... ,1989,96,/4SKq9N6qRR3hdJAlSbrEHm7XMw6.jpg
6114,Bram Stoker's Dracula ,1992,128,/n39glC4GkBeCbwdenES8ZBodim8.jpg
1598,Cape Fear ,1991,128,/4KvrvcqckdupXXO2YnANtyG7QLK.jpg
377,A Nightmare on Elm Street,1984,91,/sXFlyjfWv544uKOJmPd2vVsaFm9.jpg
25189,The Mirror Has Two Faces,1996,126,/8Cgmt9otEhoIlW6p5pLfCWjf4Io.jpg
145,Breaking the Waves ,1996,159,/cmDrzXJa9TIs57pD8QfuvIQvak5.jpg
199,Star Trek: First Contact ,1996,111,/qhVB8eUGwkdVvd8Fezk0AgcMPDH.jpg
12498,Sling Blade ,1996,135,/tUQRe2VQWdiIdSjpD28w7Rm8Ccb.jpg
12709,Ridicule ,1996,102,/wAdYriruxRFtpvZ4na1PBEIkpY8.jpg
11674,101 Dalmatians ,1996,103,/zM7ZYImlJUQWQ1a8GlEPjQnKQc9.jpg
1573,Die Hard 2 ,1990,124,/1RwqL9mGiZ4osrfPgSMYcyGyzR8.jpg
174,Star Trek VI: The Undiscovered Country ,1991,113,/5PvIZAOFDe63M1oByFEFDoQobkc.jpg
154,Star Trek: The Wrath of Khan ,1982,113,/7VKpj4Xl3hTzgAS3xpVuOyqNnSv.jpg
157,Star Trek III: The Search for Spock ,1984,105,/b9ZaPiD6AaZR7CgQP5P4Kg893QL.jpg
168,Star Trek IV: The Voyage Home ,1986,119,/62nATuMKuaLhd5VHKumHOrJnCZa.jpg
364,Batman Returns ,1992,126,/jX5THE1yW3zTdeD9dupcIyQvKiG.jpg
11967,Young Guns ,1988,107,/wkGbwWHIM23BkmMBm7GQHaCZan8.jpg
8845,Under Siege ,1992,103,/duxM3HJ55Fpc4A3krziKn1FR22K.jpg
578,Jaws ,1975,124,/l1yltvzILaZcx2jYvc5sEMkM7Eh.jpg
75,Mars Attacks! ,1996,106,/kmG2lzak4tFVA71ZTQYWUEvkUCZ.jpg
13891,Citizen Ruth ,1996,104,/mNVR2CPQ98AKmiLy4MrceQkJKHE.jpg
9390,Jerry Maguire ,1996,139,/99YTEdKOKDRClsscOpJfdkbaTrQ.jpg
378,Raising Arizona ,1987,94,/jsBg2bhvbSncyezo9sMntMzBuy6.jpg
2322,Sneakers ,1992,126,/pAGKtPF8nMiJq4lsINOYJWvMS2D.jpg
3179,Beavis and Butt-head Do America ,1996,81,/2pW1iACRzmb9OOIhzflYYt3S3s9.jpg
9361,The Last of the Mohicans,1992,112,/6FHoUoYrfmwXJsDIR0s8YvV1Ctj.jpg
784,Kolya ,1996,105,/6vpmvksX3uyK3t8QZd5sPxnAIit.jpg
-1,Jungle2Jungle ,1997,0,NONE
9311,Smilla's Sense of Snow ,1997,121,/ngfNzb9w2ZXWHK2KaSCSoemJmqC.jpg
4477,The Devil's Own,1997,107,/7XIxdjhaoDIiv7slEiOhBEzMtqu.jpg
2255,Chasing Amy ,1997,113,/4vFJileWrCGaBeobCmF0tXpQCUb.jpg
6499,Turbo: A Power Rangers Movie ,1997,99,/m6QovI55xEMlprbccrCSz5ksfCQ.jpg
9434,Grosse Pointe Blank ,1997,107,/3qn4gjft8dl5syUDpmPvWqCPFAf.jpg
816,Austin Powers: International Man of Mystery ,1997,94,/1Ly0MRK2Na0aRpy2bD6GBRP3Rzx.jpg
18,The Fifth Element,1997,126,/zaFa1NRZEnFgRTv5OVXkNIZO78O.jpg
4380,Shall We Dance? ,1996,107,/ntKMVXdb1tVr4q3sT9vJOV9wnfN.jpg
330,The Lost World: Jurassic Park,1997,129,/u1fXmEQUCI9CjyHCCYOPBSq2DYo.jpg
26422,The Pillow Book,1995,126,/bB25vjlJFGRiGZMHqpnc2JvyeK1.jpg
415,Batman & Robin ,1997,125,/79AYCcxw3kSKbhGpx1LiqaCAbwo.jpg
8874,My Best Friend's Wedding ,1997,105,/uWLGiDP1HkGZAvgU2BcH1H2cBSk.jpg
-1,When the Cats Away (Chacun cherche son chat) ,1996,0,NONE
607,Men in Black ,1997,98,/f24UVKq3UiQWLqGWdqjwkzgB8j8.jpg
686,Contact ,1997,150,/yRF1qpaQPZJjiORDsR7eUHzSHbf.jpg
10603,George of the Jungle ,1997,92,/wTvuMi6YlO6bVe2Ax5mEL1dbVYv.jpg
8413,Event Horizon ,1997,96,/vo02iJLsem3VCJ2TNvSzRiJMpAE.jpg
20737,Air Bud ,1997,98,/ny0lBB66RdnhIkfzsqpLl2suQaY.jpg
14585,In the Company of Men ,1997,97,/jdg8w5BVEJbakwO1GW7jFQ9EGwC.jpg
39254,Steel ,1997,127,/drtXi58nN6P3zcoLh6wUlsZAYqh.jpg
4961,Mimic ,1997,105,/cUQnkEVPR0wRpzN44bKKotpxGfd.jpg
1669,The Hunt for Red October,1990,134,/bqvlKYlWq2uibsuVzKTWseeccd2.jpg
17832,Kull the Conqueror ,1997,95,/j8BmhqcdacN6LgIdnf97URB8qpY.jpg
48138,unknown,0,113,/4QAPgl63sRyCptq1Wd25lNsptbU.jpg
2255,Chasing Amy ,1997,113,/4vFJileWrCGaBeobCmF0tXpQCUb.jpg
9427,The Full Monty,1997,91,/9InDDhNGnwZGOQHrX2AhEo0ZmcL.jpg
782,Gattaca ,1997,106,/7Gj1i9ajRPB9puaHrxKxjmclRQY.jpg
563,Starship Troopers ,1997,129,/zeCD9WkhABFJmPq3SlTozXJGEtr.jpg
489,Good Will Hunting ,1997,126,/jq8LjngZ7XZEQge5JFTdOGMrHyZ.jpg
949,Heat ,1995,170,/zMyfPUelumio3tiDKPffaUpsQTD.jpg
6620,Sabrina ,1995,113,/7ITDmatHa2yf5UTzjwaKAvf3Xr6.jpg
4584,Sense and Sensibility ,1995,136,/lA9HTy84Bb6ZwNeyoZKobcMdpMc.jpg
451,Leaving Las Vegas ,1995,112,/37qHRJxnSh5YkuaN9FgfNnMl3Tj.jpg
35196,Restoration ,1995,117,/aqQdEQ1ZVdzrREJxCoPzTlLgHVw.jpg
20927,Bed of Roses ,1996,87,/kTEpzjzyeYER1WuCm7Seul4Fatc.jpg
146599,Once Upon a Time... When We Were Colored ,1995,115,/tsJSlkFSZPQhhVuKrYJXNClYaPD.jpg
9302,Up Close and Personal ,1996,119,/bxRJQjCsJu6j4lvphjVJ5knNebs.jpg
8987,The River Wild,1994,111,/8NFAQxZud5Kisw1sd9WxfBG54.jpg
1645,A Time to Kill,1996,149,/sCHK5jHhRcrXZvZDekZXvRkDOHc.jpg
3573,Emma ,1996,121,/rZhCekNwWmkiLVpsYhSWfl9TkME.jpg
10478,Tin Cup ,1996,135,/dS5OwlFbIy5nQMaY9B4gWLe5a05.jpg
11159,Secrets & Lies ,1996,142,/8yRTeiJX4ckalsXO8DrTGSKoZym.jpg
409,The English Patient,1996,162,/niqc0v3Lclh99Mmmxm49qZTIo2e.jpg
9819,Marvin's Room ,1996,98,/mousrrNQ0ypRjCvgYzgMrusTW8b.jpg
